Period,Open,High,Low,Close
2011-02-23,2217.350000,2221.440000,2191.040000,2203.891303
2011-02-22,2263.790000,2263.790000,2211.970000,2217.348409
2011-02-18,2259.460000,2265.630000,2255.480000,2263.785698
2011-02-17,2252.020000,2261.060000,2243.320000,2259.415642
2011-02-16,2238.300000,2254.160000,2238.300000,2252.297490
2011-02-15,2244.410000,2244.410000,2231.770000,2237.896475
2011-02-14,2238.860000,2245.770000,2235.340000,2244.887102
2011-02-11,2226.510000,2241.540000,2216.730000,2239.082545
2011-02-10,2224.080000,2227.840000,2209.210000,2226.510002
2011-02-09,2230.360000,2230.490000,2214.290000,2224.641052
2011-02-08,2220.490000,2230.590000,2215.390000,2230.588839
2011-02-07,2206.800000,2226.930000,2206.800000,2220.602535
2011-02-04,2200.410000,2206.940000,2191.250000,2206.796700
2011-02-03,2194.940000,2202.700000,2179.860000,2200.422861
2011-02-02,2199.790000,2200.490000,2192.280000,2194.944310
2011-02-01,2165.770000,2202.650000,2165.770000,2200.541500
2011-01-31,2148.020000,2166.150000,2148.020000,2164.400520
2011-01-28,2186.930000,2192.140000,2145.900000,2147.946247
2011-01-27,2181.960000,2189.750000,2178.170000,2186.928884
2011-01-26,2172.860000,2186.630000,2172.860000,2181.924138
2011-01-25,2171.170000,2172.670000,2155.320000,2172.673515
2011-01-24,2159.670000,2173.890000,2157.930000,2172.030940
2011-01-21,2154.730000,2172.590000,2154.730000,2159.429803
2011-01-20,2156.830000,2159.410000,2139.050000,2154.182252
2011-01-19,2178.530000,2178.530000,2151.600000,2156.973811
2011-01-18,2175.540000,2180.430000,2170.480000,2178.719693
2011-01-14,2159.550000,2175.680000,2155.550000,2175.682686
2011-01-13,2162.870000,2164.720000,2154.130000,2159.660007
2011-01-12,2145.820000,2164.650000,2145.820000,2163.355127
2011-01-11,2137.640000,2148.430000,2135.700000,2143.819011
2011-01-10,2137.980000,2138.830000,2123.110000,2135.863668
2011-01-07,2142.800000,2148.500000,2122.200000,2138.806535
2011-01-06,2146.700000,2149.200000,2136.130000,2142.757172
2011-01-05,2135.230000,2148.020000,2127.430000,2146.496338
2011-01-04,2139.260000,2141.900000,2122.810000,2135.525283
2011-01-03,2115.970000,2145.440000,2115.970000,2138.300169
2010-12-31,2114.140000,2117.150000,2108.580000,2114.288519
2010-12-30,2117.490000,2119.980000,2111.990000,2114.696417
2010-12-29,2116.040000,2122.190000,2116.040000,2117.834138
2010-12-28,2113.690000,2117.650000,2111.480000,2115.322392
2010-12-27,2112.230000,2115.240000,2103.410000,2113.666077
2010-12-23,2115.140000,2115.430000,2107.630000,2112.373109
2010-12-22,2108.340000,2116.280000,2108.340000,2115.694435
2010-12-21,2096.170000,2110.010000,2096.170000,2108.264440
2010-12-20,2091.010000,2100.510000,2085.910000,2095.324527
2010-12-17,2088.170000,2093.110000,2083.190000,2089.947943
2010-12-16,2076.060000,2089.610000,2071.080000,2088.190105
2010-12-15,2085.920000,2090.410000,2073.120000,2075.289868
2010-12-14,2084.040000,2094.890000,2080.150000,2085.930143
2010-12-13,2084.640000,2094.220000,2083.470000,2083.998785
2010-12-10,2071.420000,2084.530000,2070.370000,2083.566295
2010-12-09,2064.450000,2073.760000,2060.640000,2071.119166
2010-12-08,2056.070000,2063.610000,2047.770000,2063.026752
2010-12-07,2055.820000,2073.810000,2054.140000,2054.889148
2010-12-06,2056.190000,2058.240000,2049.580000,2053.804927
2010-12-03,2049.680000,2057.750000,2042.890000,2056.397251
2010-12-02,2025.010000,2051.600000,2025.010000,2050.963143
2010-12-01,1986.350000,2027.300000,1986.350000,2024.969363
2010-11-30,1992.750000,1993.180000,1970.970000,1981.839421
2010-11-29,1995.790000,1997.630000,1969.540000,1993.833954
2010-11-26,2010.560000,2010.560000,1991.480000,1996.027932
2010-11-24,1983.380000,2010.940000,1983.380000,2010.563536
2010-11-23,2006.020000,2006.020000,1974.580000,1980.894090
2010-11-22,2010.930000,2010.930000,1987.720000,2009.518977
2010-11-19,2007.380000,2012.780000,1995.460000,2012.587582
2010-11-18,1977.000000,2013.440000,1977.000000,2007.380608
2010-11-17,1976.490000,1985.130000,1971.920000,1976.999391
2010-11-16,2007.390000,2007.390000,1966.820000,1976.255541
2010-11-15,2011.810000,2024.380000,2007.190000,2008.247475
2010-11-12,2032.730000,2032.730000,2001.830000,2010.568555
2010-11-11,2037.550000,2037.690000,2019.050000,2034.484512
2010-11-10,2033.760000,2043.160000,2018.380000,2043.157347
2010-11-09,2049.690000,2055.750000,2025.700000,2033.847007
2010-11-08,2052.610000,2052.610000,2039.860000,2049.692456
2010-11-05,2045.760000,2055.610000,2044.260000,2053.770633
2010-11-04,2009.430000,2045.630000,2009.430000,2045.617628
2010-11-03,1999.180000,2006.750000,1982.400000,2006.582440
2010-11-02,1983.470000,2002.750000,1983.470000,1998.861192
2010-11-01,1983.550000,2002.720000,1971.870000,1983.472741
2010-10-29,1982.920000,1985.280000,1975.630000,1981.585327
2010-10-28,1980.960000,1991.920000,1971.270000,1982.453425
2010-10-27,1984.730000,1984.730000,1962.040000,1980.052560
2010-10-26,1984.760000,1987.610000,1971.920000,1985.130933
2010-10-25,1980.830000,2002.580000,1980.830000,1985.105116
2010-10-22,1976.560000,1982.110000,1974.010000,1980.831634
2010-10-21,1973.880000,1991.400000,1960.790000,1976.123159
2010-10-20,1951.670000,1979.900000,1951.670000,1972.511550
2010-10-19,1982.280000,1982.280000,1941.160000,1951.670745
2010-10-18,1983.170000,1983.170000,1983.170000,1983.168313
2010-10-15,1969.830000,1977.420000,1953.790000,1968.872440
2010-10-14,1972.080000,1973.400000,1952.790000,1964.897230
2010-10-13,1959.460000,1982.320000,1959.460000,1972.076130
2010-10-12,1950.350000,1962.540000,1934.700000,1957.922010
2010-10-11,1950.330000,1956.110000,1944.770000,1950.467538
2010-10-08,1938.070000,1954.530000,1934.190000,1950.180116
2010-10-07,1941.740000,1948.000000,1927.170000,1938.307491
2010-10-06,1941.320000,1944.490000,1931.920000,1941.502290
2010-10-05,1902.460000,1945.160000,1902.460000,1941.818616
2010-10-04,1916.600000,1920.390000,1893.190000,1902.148696
2010-10-01,1911.100000,1924.010000,1905.720000,1917.422342
2010-09-30,1915.260000,1935.220000,1900.870000,1908.951340
2010-09-29,1919.320000,1921.180000,1907.180000,1914.837791
2010-09-28,1910.190000,1923.120000,1893.420000,1919.585201
2010-09-27,1920.510000,1922.980000,1909.590000,1909.979903
2010-09-24,1881.410000,1921.250000,1881.410000,1920.842659
2010-09-23,1896.770000,1900.730000,1877.360000,1880.971787
2010-09-22,1905.240000,1913.420000,1892.020000,1896.771845
2010-09-21,1910.490000,1920.410000,1900.390000,1905.736124
2010-09-20,1881.970000,1914.050000,1881.970000,1910.600061
2010-09-17,1882.770000,1891.760000,1876.570000,1881.928797
2010-09-16,1880.420000,1881.410000,1870.420000,1880.368408
2010-09-15,1873.730000,1883.030000,1863.330000,1880.742736
2010-09-14,1875.280000,1884.400000,1864.910000,1874.071213
2010-09-13,1854.190000,1878.020000,1854.190000,1875.405728
2010-09-10,1845.090000,1856.240000,1844.700000,1854.104929
2010-09-09,1838.090000,1855.270000,1838.090000,1845.094370
2010-09-08,1824.580000,1843.140000,1824.580000,1836.206306
2010-09-07,1845.000000,1845.000000,1822.820000,1824.047448
2010-09-03,1823.060000,1845.840000,1823.060000,1845.103524
2010-09-02,1804.640000,1820.980000,1804.640000,1820.978974
2010-09-01,1754.860000,1805.950000,1754.860000,1804.455460
2010-08-31,1751.570000,1762.210000,1738.380000,1752.545883
2010-08-30,1777.020000,1777.270000,1751.230000,1751.793437
2010-08-27,1749.040000,1778.190000,1736.470000,1777.600103
2010-08-26,1761.620000,1771.830000,1745.010000,1748.136515
2010-08-25,1754.350000,1768.140000,1735.570000,1761.621437
2010-08-24,1781.470000,1781.470000,1746.450000,1755.648589
2010-08-23,1788.930000,1805.090000,1781.060000,1781.470520
2010-08-20,1795.240000,1795.240000,1775.670000,1788.671783
2010-08-19,1826.140000,1826.140000,1786.920000,1795.243600
2010-08-18,1823.250000,1835.220000,1811.870000,1826.142059
2010-08-17,1801.270000,1835.330000,1801.270000,1823.182786
2010-08-16,1799.990000,1806.000000,1784.180000,1800.700105
2010-08-13,1807.540000,1812.010000,1799.950000,1800.387575
2010-08-12,1813.010000,1813.010000,1795.770000,1807.605520
2010-08-11,1866.860000,1866.860000,1814.780000,1817.126473
2010-08-10,1879.400000,1879.400000,1852.990000,1868.879987
2010-08-09,1870.220000,1882.440000,1868.540000,1880.055957
2010-08-06,1875.630000,1875.630000,1845.630000,1869.767524
2010-08-05,1878.780000,1878.780000,1864.790000,1876.511958
2010-08-04,1867.220000,1880.530000,1865.130000,1878.812046
2010-08-03,1875.690000,1875.690000,1860.730000,1866.868156
2010-08-02,1837.690000,1878.260000,1837.690000,1875.845007
2010-07-30,1833.950000,1843.500000,1813.060000,1835.403733
2010-07-29,1843.160000,1858.960000,1819.990000,1835.292646
2010-07-28,1855.240000,1856.670000,1837.430000,1842.656575
2010-07-27,1857.340000,1867.280000,1848.630000,1855.389225
2010-07-26,1836.790000,1857.330000,1834.470000,1857.339512
2010-07-23,1821.150000,1838.590000,1812.050000,1836.751466
2010-07-22,1783.690000,1828.100000,1783.690000,1821.759946
2010-07-21,1806.830000,1813.540000,1774.140000,1781.598065
2010-07-20,1779.520000,1805.290000,1759.970000,1804.476479
2010-07-19,1773.460000,1789.850000,1766.980000,1784.064294
2010-07-16,1825.880000,1825.880000,1770.740000,1773.425304
2010-07-15,1823.820000,1829.990000,1799.570000,1825.996358
2010-07-14,1824.070000,1830.270000,1810.990000,1823.823756
2010-07-13,1796.300000,1830.730000,1796.300000,1824.072638
2010-07-12,1795.190000,1799.160000,1782.340000,1796.298444
2010-07-09,1782.710000,1795.410000,1778.400000,1794.938193
2010-07-08,1765.490000,1783.650000,1762.300000,1782.096372
2010-07-07,1711.290000,1765.770000,1711.290000,1765.424175
2010-07-06,1701.860000,1734.970000,1694.750000,1710.973098
2010-07-02,1709.770000,1719.090000,1690.710000,1701.857015
2010-07-01,1715.230000,1720.020000,1682.210000,1709.770755
2010-06-30,1732.150000,1744.020000,1711.180000,1715.229539
2010-06-29,1787.020000,1787.020000,1722.380000,1732.553173
2010-06-28,1791.440000,1800.950000,1782.310000,1787.940322
2010-06-25,1786.130000,1802.170000,1776.530000,1791.244219
2010-06-24,1815.760000,1815.760000,1782.670000,1786.130111
2010-06-23,1822.250000,1829.420000,1805.150000,1816.647335
2010-06-22,1851.810000,1860.230000,1819.900000,1822.048154
2010-06-21,1858.720000,1881.420000,1842.980000,1851.546700
2010-06-18,1856.540000,1864.460000,1852.800000,1858.703075
2010-06-17,1853.660000,1858.650000,1838.630000,1856.246204
2010-06-16,1854.450000,1860.370000,1841.430000,1853.623652
2010-06-15,1812.950000,1855.140000,1812.950000,1854.610626
2010-06-14,1816.110000,1839.130000,1810.920000,1812.021792
2010-06-11,1806.210000,1815.500000,1790.580000,1815.259848
2010-06-10,1757.080000,1808.430000,1757.080000,1806.693863
2010-06-09,1765.420000,1791.430000,1749.320000,1754.908355
2010-06-08,1745.670000,1767.370000,1732.100000,1765.288517
2010-06-07,1769.950000,1780.480000,1744.650000,1745.872261
2010-06-04,1829.760000,1829.760000,1762.450000,1769.716232
2010-06-03,1825.940000,1837.400000,1814.300000,1832.724998
2010-06-02,1779.570000,1825.250000,1779.570000,1825.252768
2010-06-01,1810.010000,1818.720000,1777.450000,1778.990475
2010-05-28,1832.200000,1832.200000,1802.060000,1809.978723
2010-05-27,1776.180000,1832.610000,1776.180000,1832.607104
2010-05-26,1784.360000,1811.150000,1769.290000,1773.647271
2010-05-25,1780.110000,1784.520000,1727.900000,1783.397960
2010-05-24,1805.550000,1809.810000,1781.260000,1782.766269
2010-05-21,1777.450000,1810.120000,1753.450000,1806.049372
2010-05-20,1850.690000,1850.690000,1779.100000,1779.300531
2010-05-19,1860.270000,1866.230000,1827.150000,1851.282320
2010-05-18,1887.550000,1906.460000,1854.400000,1860.646934
2010-05-17,1885.240000,1895.180000,1850.880000,1887.112940
2010-05-14,1920.060000,1920.060000,1868.770000,1884.665581
2010-05-13,1944.180000,1947.510000,1918.630000,1920.761740
2010-05-12,1918.960000,1945.580000,1918.960000,1944.253082
2010-05-11,1922.770000,1941.510000,1903.240000,1917.248696
2010-05-10,1842.400000,1930.120000,1842.400000,1923.389994
2010-05-07,1870.940000,1882.640000,1814.930000,1842.320212
2010-05-06,1933.220000,1935.920000,1767.950000,1870.949300
2010-05-05,1945.070000,1949.270000,1919.650000,1933.251173
2010-05-04,1992.870000,1992.870000,1936.510000,1945.372184
2010-05-03,1967.510000,1997.660000,1967.510000,1992.873319
2010-04-30,2000.620000,2002.410000,1966.740000,1967.049127
2010-04-29,1975.140000,2004.450000,1975.140000,2000.344786
2010-04-28,1962.200000,1980.160000,1958.350000,1974.628941
2010-04-27,2008.170000,2008.170000,1957.980000,1961.598058
2010-04-26,2017.200000,2021.410000,2006.860000,2008.553241
2010-04-23,2001.810000,2017.200000,1997.050000,2017.193348
2010-04-22,1994.390000,2005.460000,1972.080000,2002.932086
2010-04-21,2000.170000,2006.590000,1986.440000,1998.312947
2010-04-20,1984.450000,2002.630000,1984.450000,2000.328476
2010-04-19,1974.960000,1984.880000,1961.290000,1984.318391
2010-04-16,2005.910000,2005.910000,1966.280000,1975.363956
2010-04-15,2006.200000,2011.470000,2002.450000,2007.740534
2010-04-14,1985.030000,2006.060000,1985.030000,2006.056400
2010-04-13,1981.820000,1986.630000,1969.580000,1983.905553
2010-04-12,1978.930000,1986.760000,1978.930000,1982.396045
2010-04-09,1966.020000,1979.310000,1966.020000,1978.863349
2010-04-08,1958.710000,1969.140000,1946.740000,1965.720599
2010-04-07,1969.570000,1969.930000,1949.720000,1959.041012
2010-04-06,1966.430000,1973.670000,1958.550000,1969.755235
2010-04-05,1951.260000,1966.810000,1951.260000,1966.440094
2010-04-01,1938.080000,1956.570000,1938.080000,1950.907357
2010-03-31,1942.590000,1945.050000,1930.410000,1936.476611
2010-03-30,1943.270000,1950.180000,1935.240000,1942.814270
2010-03-29,1932.000000,1944.900000,1932.000000,1942.506688
2010-03-26,1930.580000,1943.360000,1922.580000,1931.179802
2010-03-25,1933.740000,1954.530000,1928.720000,1929.745999
2010-03-24,1943.060000,1943.060000,1930.470000,1933.040480
2010-03-23,1929.850000,1944.370000,1926.410000,1943.700718
2010-03-22,1919.110000,1932.910000,1908.170000,1929.635739
2010-03-19,1930.650000,1935.190000,1912.230000,1919.802316
2010-03-18,1930.180000,1932.830000,1921.810000,1929.626720
2010-03-17,1919.540000,1936.230000,1919.540000,1930.219620
2010-03-16,1904.800000,1920.390000,1903.870000,1919.023403
2010-03-15,1901.950000,1904.910000,1889.100000,1904.186754
2010-03-12,1904.300000,1908.920000,1898.370000,1903.286680
2010-03-11,1895.240000,1903.680000,1884.420000,1903.683460
2010-03-10,1886.010000,1899.520000,1885.950000,1895.384102
2010-03-09,1878.290000,1895.080000,1878.020000,1886.602826
2010-03-08,1883.370000,1887.080000,1880.110000,1883.286893
2010-03-05,1857.320000,1884.310000,1857.320000,1883.280415
2010-03-04,1850.130000,1858.540000,1846.710000,1857.204368
2010-03-03,1849.360000,1861.300000,1846.320000,1850.241875
2010-03-02,1844.940000,1857.710000,1844.940000,1849.168112
2010-03-01,1826.270000,1845.620000,1826.270000,1844.871497
2010-02-26,1823.640000,1830.950000,1814.960000,1826.270467
2010-02-25,1826.110000,1826.110000,1795.510000,1823.639214
2010-02-24,1809.050000,1828.390000,1809.050000,1826.985099
2010-02-23,1830.650000,1832.170000,1805.010000,1809.053721
2010-02-22,1833.710000,1838.410000,1826.840000,1831.205299
2010-02-19,1827.330000,1838.180000,1818.950000,1833.090931
2010-02-18,1816.800000,1831.030000,1813.460000,1828.810511
2010-02-17,1809.060000,1818.940000,1808.450000,1816.701914
2010-02-16,1808.720000,1808.720000,1808.720000,1808.724936
2010-02-12,1777.540000,1779.920000,1755.410000,1776.502198
2010-02-11,1762.090000,1783.360000,1751.250000,1781.008808
2010-02-10,1766.120000,1772.370000,1748.710000,1763.690697
2010-02-09,1746.440000,1781.370000,1746.440000,1767.178736
2010-02-08,1759.440000,1767.660000,1743.130000,1744.372714
2010-02-05,1755.110000,1760.680000,1723.460000,1759.381400
2010-02-04,1809.560000,1809.560000,1753.740000,1754.297109
2010-02-03,1818.050000,1818.980000,1804.170000,1810.636005
2010-02-02,1819.990000,1819.990000,1819.990000,1819.990725
2010-02-01,1796.670000,1796.670000,1796.670000,1796.668211
2010-01-29,1789.560000,1808.590000,1767.250000,1771.397617
2010-01-28,1809.130000,1814.750000,1779.060000,1788.972259
2010-01-27,1800.730000,1813.460000,1786.410000,1810.210486
2010-01-26,1807.680000,1820.340000,1797.540000,1801.343724
2010-01-25,1801.630000,1819.060000,1801.630000,1808.929948
2010-01-22,1841.250000,1841.250000,1797.980000,1800.612379
2010-01-21,1878.400000,1882.860000,1838.580000,1841.386349
2010-01-20,1895.920000,1895.920000,1862.020000,1876.898093
2010-01-19,1873.300000,1896.980000,1872.830000,1896.718057
2010-01-15,1894.020000,1894.020000,1865.590000,1873.297002
2010-01-14,1887.940000,1896.890000,1885.920000,1893.723062
2010-01-13,1874.400000,1893.770000,1868.460000,1889.095300
2010-01-12,1887.780000,1887.780000,1865.900000,1873.319687
2010-01-11,1888.280000,1895.550000,1882.860000,1891.056388
2010-01-08,1881.380000,1888.410000,1873.280000,1887.765660
2010-01-07,1874.170000,1883.410000,1865.040000,1882.344428
2010-01-06,1872.380000,1877.220000,1868.490000,1874.729503
2010-01-05,1866.930000,1873.050000,1861.700000,1872.896322
2010-01-04,1867.060000,1867.060000,1867.060000,1867.063276
2009-12-31,1856.630000,1858.150000,1837.490000,1837.499302
2009-12-30,1855.300000,1855.970000,1848.580000,1856.141219
2009-12-29,1858.610000,1862.190000,1855.100000,1855.609504
2009-12-28,1855.610000,1862.020000,1850.670000,1857.888322
2009-12-24,1845.800000,1855.570000,1845.800000,1855.500929
2009-12-23,1841.260000,1847.170000,1837.920000,1845.804274
2009-12-22,1834.880000,1844.850000,1834.880000,1841.174619
2009-12-21,1817.470000,1840.530000,1817.470000,1834.593885
2009-12-18,1807.180000,1817.700000,1801.340000,1815.495359
2009-12-17,1826.380000,1826.380000,1804.560000,1804.960585
2009-12-16,1825.580000,1838.000000,1824.430000,1826.451695
2009-12-15,1832.690000,1834.590000,1820.030000,1824.366205
2009-12-14,1823.520000,1835.710000,1823.520000,1834.552826
2009-12-11,1816.810000,1824.740000,1813.190000,1821.803378
2009-12-10,1804.190000,1820.880000,1804.190000,1814.813617
2009-12-09,1797.050000,1805.750000,1787.730000,1804.098841
2009-12-08,1814.120000,1814.120000,1791.630000,1797.306245
2009-12-07,1820.700000,1827.450000,1811.690000,1815.697250
2009-12-04,1811.450000,1841.730000,1804.490000,1820.106986
2009-12-03,1825.340000,1838.670000,1808.110000,1810.125990
2009-12-02,1824.580000,1835.680000,1818.620000,1825.398072
2009-12-01,1803.100000,1830.070000,1803.100000,1824.540473
2009-11-30,1795.540000,1805.150000,1787.070000,1802.679660
2009-11-27,1826.740000,1826.740000,1782.410000,1795.695495
2009-11-25,1818.500000,1827.060000,1816.960000,1826.741601
2009-11-24,1819.230000,1821.360000,1804.980000,1818.314838
2009-11-23,1795.350000,1829.480000,1795.350000,1819.173363
2009-11-20,1800.100000,1800.100000,1786.810000,1794.645403
2009-11-19,1823.810000,1824.610000,1789.350000,1800.116550
2009-11-18,1824.770000,1826.390000,1812.740000,1824.608694
2009-11-17,1823.170000,1825.280000,1811.600000,1825.184446
2009-11-16,1798.470000,1830.140000,1798.470000,1823.291253
2009-11-13,1786.780000,1804.000000,1783.450000,1796.931310
2009-11-12,1804.920000,1811.520000,1782.540000,1786.661133
2009-11-11,1796.200000,1816.190000,1796.200000,1804.928308
2009-11-10,1795.480000,1800.870000,1786.320000,1795.902537
2009-11-09,1756.090000,1795.230000,1756.090000,1795.558294
2009-11-06,1751.430000,1759.450000,1739.820000,1756.066932
2009-11-05,1718.250000,1751.300000,1718.250000,1751.445225
2009-11-04,1715.810000,1740.980000,1714.950000,1718.206010
2009-11-03,1711.620000,1717.340000,1697.410000,1715.812135
2009-11-02,1700.720000,1727.070000,1689.490000,1711.651945
2009-10-30,1749.840000,1749.840000,1695.820000,1700.667670
2009-10-29,1711.690000,1750.700000,1711.690000,1749.763027
2009-10-28,1744.960000,1744.960000,1710.420000,1711.087253
2009-10-27,1750.820000,1759.720000,1740.460000,1744.953294
2009-10-26,1771.500000,1791.030000,1748.060000,1750.754327
2009-10-23,1793.310000,1798.150000,1764.330000,1771.502235
2009-10-22,1774.230000,1797.090000,1762.310000,1793.337046
2009-10-21,1789.930000,1807.080000,1773.170000,1774.334177
2009-10-20,1801.090000,1802.100000,1781.700000,1789.928362
2009-10-19,1784.350000,1804.820000,1782.510000,1801.124938
2009-10-16,1798.790000,1798.790000,1774.260000,1784.350675
2009-10-15,1791.440000,1798.910000,1782.420000,1798.910940
2009-10-14,1761.070000,1793.290000,1761.070000,1791.470329
2009-10-13,1765.070000,1765.070000,1749.690000,1760.510284
2009-10-12,1757.620000,1771.560000,1757.620000,1765.312614
2009-10-09,1747.700000,1757.600000,1743.740000,1757.603811
2009-10-08,1734.740000,1756.280000,1734.740000,1747.704349
2009-10-07,1729.140000,1734.610000,1721.640000,1734.744286
2009-10-06,1705.730000,1738.730000,1705.730000,1729.143713
2009-10-05,1680.700000,1709.140000,1680.700000,1705.732870
2009-10-02,1688.240000,1689.470000,1672.050000,1680.704672
2009-10-01,1732.680000,1732.680000,1687.570000,1688.235718
2009-09-30,1738.610000,1743.050000,1715.240000,1732.859115
2009-09-29,1742.370000,1753.220000,1733.820000,1738.476097
2009-09-28,1711.530000,1745.520000,1711.530000,1742.317437
2009-09-25,1722.020000,1726.450000,1706.250000,1711.531237
2009-09-24,1738.540000,1747.380000,1713.920000,1722.019095
2009-09-23,1756.010000,1770.020000,1737.390000,1738.315521
2009-09-22,1744.520000,1759.530000,1744.520000,1755.993250
2009-09-21,1750.430000,1750.430000,1732.600000,1744.469833
2009-09-18,1745.820000,1755.680000,1743.640000,1750.426855
2009-09-17,1751.160000,1761.870000,1738.890000,1745.798070
2009-09-16,1724.500000,1750.920000,1724.500000,1750.913749
2009-09-15,1719.050000,1730.000000,1709.170000,1724.447592
2009-09-14,1708.220000,1719.690000,1695.550000,1719.044334
2009-09-11,1710.490000,1717.150000,1701.170000,1708.186978
2009-09-10,1692.500000,1710.140000,1683.790000,1710.135916
2009-09-09,1679.400000,1697.340000,1676.950000,1692.480288
2009-09-08,1664.610000,1680.590000,1664.610000,1679.323132
2009-09-04,1642.780000,1664.440000,1639.800000,1664.336421
2009-09-03,1628.790000,1643.140000,1624.560000,1642.679909
2009-09-02,1634.040000,1637.810000,1624.210000,1628.660719
2009-09-01,1670.590000,1683.320000,1630.670000,1633.632571
2009-08-31,1684.120000,1684.120000,1660.880000,1670.523321
2009-08-28,1687.410000,1701.340000,1674.550000,1684.049989
2009-08-27,1682.490000,1691.030000,1662.980000,1687.164437
2009-08-26,1682.090000,1689.370000,1671.660000,1682.294315
2009-08-25,1677.960000,1697.860000,1677.960000,1681.924425
2009-08-24,1678.860000,1694.700000,1672.970000,1677.943309
2009-08-21,1648.150000,1681.510000,1648.150000,1678.836382
2009-08-20,1630.170000,1650.350000,1630.000000,1647.852559
2009-08-19,1618.800000,1635.030000,1603.920000,1629.917013
2009-08-18,1602.340000,1621.080000,1602.340000,1618.596636
2009-08-17,1641.890000,1641.890000,1600.120000,1602.061002
2009-08-14,1655.670000,1655.670000,1626.230000,1641.543529
2009-08-13,1644.330000,1656.330000,1636.160000,1655.656019
2009-08-12,1624.910000,1655.010000,1623.890000,1644.229209
2009-08-11,1645.740000,1645.740000,1621.730000,1624.908042
2009-08-10,1650.780000,1650.780000,1635.240000,1645.257654
2009-08-07,1628.850000,1663.150000,1628.850000,1650.729238
2009-08-06,1638.040000,1646.700000,1621.310000,1628.818549
2009-08-05,1642.580000,1644.190000,1624.020000,1637.806752
2009-08-04,1634.320000,1644.450000,1627.170000,1642.031449
2009-08-03,1612.320000,1638.880000,1612.320000,1637.055321
2009-07-31,1611.140000,1621.290000,1604.770000,1612.312013
2009-07-30,1592.190000,1627.330000,1592.190000,1611.135135
2009-07-29,1595.920000,1596.310000,1581.390000,1591.995452
2009-07-28,1603.260000,1603.370000,1582.350000,1599.089930
2009-07-27,1598.500000,1603.800000,1587.120000,1603.257464
2009-07-24,1593.650000,1599.410000,1576.850000,1598.500819
2009-07-23,1557.390000,1598.760000,1555.350000,1593.650209
2009-07-22,1555.220000,1566.490000,1547.180000,1557.366009
2009-07-21,1552.280000,1561.070000,1539.410000,1557.908997
2009-07-20,1537.700000,1553.140000,1535.580000,1552.256780
2009-07-17,1535.310000,1537.140000,1525.170000,1534.703532
2009-07-16,1522.140000,1540.410000,1513.690000,1535.303678
2009-07-15,1478.290000,1524.050000,1478.290000,1522.087889
2009-07-14,1470.430000,1478.240000,1463.110000,1478.236223
2009-07-13,1434.500000,1470.280000,1428.210000,1470.426852
2009-07-10,1440.300000,1441.770000,1424.260000,1434.503732
2009-07-09,1435.210000,1448.870000,1433.440000,1440.302729
2009-07-08,1437.600000,1447.080000,1418.500000,1435.199399
2009-07-07,1465.580000,1465.580000,1435.140000,1436.742840
2009-07-06,1461.800000,1465.550000,1445.430000,1465.583469
2009-07-02,1505.670000,1505.670000,1461.790000,1461.798101
2009-07-01,1499.110000,1519.570000,1499.110000,1505.639442
2009-06-30,1511.820000,1516.350000,1488.380000,1498.936478
2009-06-29,1498.080000,1512.900000,1493.570000,1511.703818
2009-06-26,1496.690000,1503.130000,1488.420000,1498.081318
2009-06-25,1468.480000,1502.090000,1460.650000,1499.975299
2009-06-24,1458.960000,1484.640000,1458.960000,1468.479485
2009-06-23,1455.570000,1464.620000,1448.770000,1458.919354
2009-06-22,1501.250000,1501.250000,1455.310000,1455.540625
2009-06-19,1496.590000,1510.910000,1492.250000,1501.245188
2009-06-18,1484.100000,1502.150000,1479.930000,1496.590232
2009-06-17,1485.950000,1496.490000,1472.610000,1483.895336
2009-06-16,1505.070000,1512.020000,1485.260000,1485.919194
2009-06-15,1541.700000,1541.700000,1498.360000,1505.062389
2009-06-12,1539.560000,1541.970000,1524.450000,1541.698177
2009-06-11,1530.160000,1557.850000,1530.160000,1539.502103
2009-06-10,1535.100000,1547.380000,1511.470000,1529.758117
2009-06-09,1529.660000,1542.070000,1524.810000,1535.032391
2009-06-08,1530.810000,1540.380000,1508.600000,1529.588238
2009-06-05,1534.680000,1549.680000,1521.140000,1530.816884
2009-06-04,1517.170000,1534.610000,1513.060000,1534.591178
2009-06-03,1537.990000,1537.990000,1504.100000,1516.876056
2009-06-02,1534.590000,1544.980000,1527.430000,1537.693515
2009-06-01,1495.970000,1542.590000,1495.970000,1534.652566
2009-05-29,1475.940000,1497.390000,1471.120000,1495.969028
2009-05-28,1453.520000,1480.210000,1444.650000,1475.937737
2009-05-27,1481.380000,1487.120000,1451.360000,1453.280595
2009-05-26,1443.150000,1483.440000,1434.130000,1481.104400
2009-05-22,1445.310000,1458.830000,1437.930000,1443.142918
2009-05-21,1469.910000,1469.910000,1431.180000,1445.278698
2009-05-20,1476.940000,1503.780000,1466.040000,1469.473380
2009-05-19,1479.240000,1479.240000,1479.240000,1476.936898
2009-05-18,1435.480000,1479.500000,1435.480000,1479.240232
2009-05-15,1451.430000,1458.040000,1429.080000,1435.482151
2009-05-14,1436.300000,1459.680000,1434.140000,1451.790655
2009-05-13,1475.820000,1475.820000,1434.320000,1436.744637
2009-05-12,1477.270000,1487.690000,1456.570000,1475.825587
